student_id,name,skills,experience_years,education,location
S00502,Student_502,"Java, Docker, Go, Ruby, GCP",2,Bachelor,Singapore
S00503,Student_503,"Python, Computer Vision, Java, Ruby, Go",4,High School,Austin
S00504,Student_504,"C++, Computer Vision, Go",15,Master,Bangalore
S00505,Student_505,"Kubernetes, TypeScript, React, AWS",2,High School,Singapore
S00506,Student_506,"TensorFlow, Machine Learning, SQL, Azure, Python, C++",5,High School,Singapore
S00507,Student_507,"C++, AWS, Python, TypeScript, Java",11,Master,San Francisco
S00508,Student_508,"AWS, Kubernetes, NLP, TensorFlow, PyTorch",5,Master,Berlin
S00509,Student_509,"Go, NLP",7,Bachelor,Seattle
S00510,Student_510,"Java, Data Engineering, SQL, Node.js",6,Bachelor,Berlin
S00511,Student_511,"Node.js, Ruby, SQL",5,Bachelor,San Francisco
S00512,Student_512,"Azure, Go",8,Bachelor,Singapore
S00513,Student_513,"Go, SQL, NLP",5,Master,Seattle
S00514,Student_514,"TensorFlow, Ruby, React, TypeScript, Kubernetes, SQL",3,Bachelor,New York
S00515,Student_515,"Ruby, PyTorch, Machine Learning, AWS, Data Engineering, Docker",4,PhD,London
S00516,Student_516,"C++, Machine Learning, SQL",4,Bachelor,Seattle
S00517,Student_517,"Machine Learning, Node.js, GCP",2,PhD,San Francisco
S00518,Student_518,"NLP, Go",4,Bachelor,Austin
S00519,Student_519,"PyTorch, Data Engineering, Python, TypeScript",3,Master,San Francisco
S00520,Student_520,"Machine Learning, TypeScript, AWS, Go, PyTorch",5,Master,Bangalore
S00521,Student_521,"Computer Vision, Node.js, NLP, TensorFlow",13,Bachelor,Toronto
S00522,Student_522,"Java, Node.js",4,Bachelor,Singapore
S00523,Student_523,"NLP, SQL, TypeScript, GCP, React, Python",9,Master,Berlin
S00524,Student_524,"Python, GCP, Kubernetes, Go",5,Bachelor,Toronto
S00525,Student_525,"React, Machine Learning",4,Bachelor,Toronto
S00526,Student_526,"Node.js, Computer Vision, Docker, C++",2,Bachelor,Seattle
S00527,Student_527,"PyTorch, Azure, SQL, TypeScript, Java",4,High School,Bangalore
S00528,Student_528,"Machine Learning, PyTorch, Python, Java, C++",4,Master,Remote
S00529,Student_529,"React, SQL",2,Bachelor,Austin
S00530,Student_530,"Node.js, Azure, Data Engineering",2,Bachelor,San Francisco
S00531,Student_531,"React, Azure",4,Bachelor,Toronto
S00532,Student_532,"TensorFlow, Ruby, Go",9,Bachelor,London
S00533,Student_533,"Docker, Kubernetes, Python, NLP",3,High School,Singapore
S00534,Student_534,"React, TypeScript, C++",1,Bachelor,Seattle
S00535,Student_535,"Python, TypeScript, TensorFlow, Machine Learning, Java, Kubernetes",1,Master,Remote
S00536,Student_536,"TypeScript, Kubernetes, Node.js, Computer Vision",6,Master,Austin
S00537,Student_537,"Node.js, C++, Data Engineering, Kubernetes, NLP",1,Bachelor,New York
S00538,Student_538,"Azure, Go, Kubernetes, Ruby, AWS, React",6,High School,Berlin
S00539,Student_539,"Node.js, TypeScript, Kubernetes, C++",5,Bachelor,Remote
S00540,Student_540,"TypeScript, NLP",3,Master,London
S00541,Student_541,"TensorFlow, Kubernetes",2,Bachelor,Seattle
S00542,Student_542,"NLP, SQL, C++, GCP, React",3,Master,Toronto
S00543,Student_543,"PyTorch, Kubernetes, Java, Go",4,Bachelor,Toronto
S00544,Student_544,"Node.js, Go, Java",1,PhD,Austin
S00545,Student_545,"React, Azure",9,Bachelor,Berlin
S00546,Student_546,"GCP, Azure, Node.js, Kubernetes, Data Engineering",4,Master,Toronto
S00547,Student_547,"Ruby, TypeScript",5,PhD,San Francisco
S00548,Student_548,"C++, PyTorch, AWS, NLP, Kubernetes",5,Bachelor,London
S00549,Student_549,"C++, GCP, Computer Vision",8,PhD,Toronto
S00550,Student_550,"GCP, Java, Docker",4,Bachelor,London
S00551,Student_551,"SQL, Python, Data Engineering, Node.js",6,Bachelor,London
S00552,Student_552,"Java, TensorFlow, Docker, Machine Learning, Computer Vision, GCP",2,Bachelor,Seattle
S00553,Student_553,"NLP, Python, SQL, C++, Azure",10,PhD,Austin
S00554,Student_554,"C++, Python, Ruby, React, PyTorch, Azure",4,Master,Berlin
S00555,Student_555,"AWS, NLP, PyTorch",2,Bachelor,London
S00556,Student_556,"SQL, Kubernetes",2,PhD,Toronto
S00557,Student_557,"TypeScript, PyTorch, GCP, Computer Vision, Machine Learning, Java",0,PhD,Toronto
S00558,Student_558,"C++, Java, NLP, Python",2,Bachelor,London
S00559,Student_559,"Python, Ruby, PyTorch",0,Bachelor,Austin
S00560,Student_560,"NLP, Node.js",6,Master,Singapore
S00561,Student_561,"TypeScript, SQL",5,Master,New York
S00562,Student_562,"AWS, Computer Vision",1,Bachelor,San Francisco
S00563,Student_563,"Node.js, TensorFlow, Machine Learning, C++, Python, Go",3,Bachelor,San Francisco
S00564,Student_564,"Node.js, Machine Learning, Computer Vision, AWS, PyTorch, Ruby",3,Bachelor,San Francisco
S00565,Student_565,"C++, TypeScript, Node.js, PyTorch, Ruby",1,Bachelor,Seattle
S00566,Student_566,"Java, SQL, Go, TensorFlow",3,PhD,Toronto
S00567,Student_567,"React, Python, Ruby, Docker",3,PhD,Singapore
S00568,Student_568,"Machine Learning, Docker, PyTorch, Ruby, AWS",3,PhD,Remote
S00569,Student_569,"Kubernetes, Node.js, Data Engineering, SQL, AWS",2,Master,New York
S00570,Student_570,"Azure, GCP, Computer Vision, AWS",1,High School,New York
S00571,Student_571,"Machine Learning, Java",3,Bachelor,Toronto
S00572,Student_572,"Node.js, Docker, Azure, GCP, Java, SQL",2,Bachelor,Toronto
S00573,Student_573,"NLP, TensorFlow, Computer Vision, Java",5,Bachelor,New York
S00574,Student_574,"AWS, Computer Vision, TensorFlow",8,Master,Toronto
S00575,Student_575,"TypeScript, NLP, Azure",6,Master,London
S00576,Student_576,"TensorFlow, AWS, Computer Vision, Data Engineering, SQL",3,High School,Austin
S00577,Student_577,"PyTorch, Ruby",2,Master,Remote
S00578,Student_578,"PyTorch, TypeScript, AWS, Computer Vision",6,Master,Remote
S00579,Student_579,"Azure, NLP, Machine Learning, SQL, Python",5,Master,London
S00580,Student_580,"TensorFlow, TypeScript, Java, Docker, Ruby, Go",8,Bachelor,Berlin
S00581,Student_581,"PyTorch, React",4,Bachelor,Seattle
S00582,Student_582,"React, Docker, Data Engineering, Go, PyTorch",10,High School,Toronto
S00583,Student_583,"GCP, AWS, TensorFlow, Python, Ruby",4,Bachelor,New York
S00584,Student_584,"Go, Python, Docker, Kubernetes, C++, GCP",2,Master,Austin
S00585,Student_585,"SQL, React, Data Engineering, GCP",2,Bachelor,Singapore
S00586,Student_586,"TensorFlow, Azure, Data Engineering, AWS, PyTorch, NLP",5,Master,New York
S00587,Student_587,"Azure, Kubernetes, Go, PyTorch",2,Bachelor,San Francisco
S00588,Student_588,"Java, TensorFlow",10,Bachelor,Seattle
S00589,Student_589,"Node.js, C++",5,Bachelor,Seattle
S00590,Student_590,"Data Engineering, C++, GCP",3,Bachelor,Seattle
S00591,Student_591,"Ruby, AWS",4,Master,Toronto
S00592,Student_592,"Ruby, PyTorch, Machine Learning, TensorFlow, Python",3,Bachelor,New York
S00593,Student_593,"Computer Vision, Ruby, TensorFlow, PyTorch, Java, Azure",1,Bachelor,London
S00594,Student_594,"NLP, GCP",2,Bachelor,Seattle
S00595,Student_595,"TypeScript, React, Node.js, NLP, GCP",9,PhD,Toronto
S00596,Student_596,"Machine Learning, Computer Vision, PyTorch",4,Bachelor,Bangalore
S00597,Student_597,"Go, C++, Ruby, TypeScript",7,Master,Berlin
S00598,Student_598,"Machine Learning, Java, PyTorch, GCP",7,Master,Austin
S00599,Student_599,"TensorFlow, Ruby, Computer Vision, Kubernetes, Go, NLP",3,High School,San Francisco
S00600,Student_600,"NLP, Machine Learning",5,High School,New York
S00601,Student_601,"Node.js, Java, Kubernetes",1,Master,London
S00602,Student_602,"Kubernetes, C++",9,Master,New York
S00603,Student_603,"Data Engineering, AWS, Go, React",8,Master,Bangalore
S00604,Student_604,"React, PyTorch, Kubernetes, SQL, NLP",5,Bachelor,Austin
S00605,Student_605,"SQL, Python, Node.js, C++, Data Engineering, Computer Vision",4,Bachelor,Austin
S00606,Student_606,"Go, C++, Ruby, Kubernetes, Data Engineering, Docker",3,PhD,San Francisco
S00607,Student_607,"Java, PyTorch, AWS",7,Bachelor,Seattle
S00608,Student_608,"Go, Node.js, Machine Learning, Java",6,Bachelor,Berlin
S00609,Student_609,"GCP, Data Engineering",2,Master,London
S00610,Student_610,"Machine Learning, GCP",1,Bachelor,Singapore
S00611,Student_611,"TensorFlow, Ruby, Go, Azure",1,High School,Austin
S00612,Student_612,"React, Java, PyTorch, Docker, Ruby, C++",7,Bachelor,Seattle
S00613,Student_613,"Azure, React",3,Master,Austin
S00614,Student_614,"Azure, Kubernetes, C++, PyTorch",5,Bachelor,Bangalore
S00615,Student_615,"AWS, Azure",4,Bachelor,Singapore
S00616,Student_616,"React, SQL, GCP, NLP, AWS, C++",1,Bachelor,Berlin
S00617,Student_617,"PyTorch, Azure",1,Bachelor,Bangalore
S00618,Student_618,"TensorFlow, SQL, Kubernetes, C++, GCP",2,Bachelor,San Francisco
S00619,Student_619,"Go, TypeScript, Python",3,Master,Remote
S00620,Student_620,"Computer Vision, AWS, C++",3,Bachelor,Seattle
S00621,Student_621,"Machine Learning, Python",3,Bachelor,Austin
S00622,Student_622,"Docker, TypeScript",12,High School,Berlin
S00623,Student_623,"Docker, Ruby, React, Node.js, Computer Vision, C++",7,Bachelor,Seattle
S00624,Student_624,"GCP, Python, NLP, AWS, Ruby",4,Master,Singapore
S00625,Student_625,"Ruby, SQL",3,Master,San Francisco
S00626,Student_626,"PyTorch, AWS, Kubernetes, Go",3,Master,Berlin
S00627,Student_627,"NLP, TypeScript, Python, TensorFlow, Java",6,Bachelor,London
S00628,Student_628,"Go, Kubernetes, Machine Learning, Ruby, Azure",3,PhD,New York
S00629,Student_629,"Go, Machine Learning, AWS, SQL, Python, Kubernetes",6,Bachelor,Bangalore
S00630,Student_630,"Docker, Kubernetes, C++, Azure, Go, TensorFlow",4,PhD,Bangalore
S00631,Student_631,"Java, TypeScript, React",12,Master,Berlin
S00632,Student_632,"AWS, Java, SQL",3,Master,Bangalore
S00633,Student_633,"Go, Docker, Kubernetes, Ruby, Node.js",7,High School,Singapore
S00634,Student_634,"GCP, Azure, Machine Learning, React, AWS",1,Bachelor,San Francisco
S00635,Student_635,"GCP, TensorFlow, Data Engineering",2,Bachelor,Berlin
S00636,Student_636,"Machine Learning, Ruby, Azure, GCP, Computer Vision, Docker",11,High School,Remote
S00637,Student_637,"Computer Vision, Node.js, Azure",6,Bachelor,Austin
S00638,Student_638,"Data Engineering, TypeScript, Azure, Kubernetes, TensorFlow",5,Bachelor,London
S00639,Student_639,"Docker, Node.js, Machine Learning, C++, Ruby, Azure",14,Master,San Francisco
S00640,Student_640,"Python, PyTorch",3,Master,Singapore
S00641,Student_641,"NLP, Ruby, C++, SQL, Node.js, TensorFlow",7,Master,Bangalore
S00642,Student_642,"Machine Learning, Azure, NLP, React, Kubernetes",7,Bachelor,Bangalore
S00643,Student_643,"Docker, NLP, Azure, PyTorch, Python, GCP",10,Bachelor,Singapore
S00644,Student_644,"PyTorch, Machine Learning, Data Engineering",1,Bachelor,Singapore
S00645,Student_645,"Machine Learning, TensorFlow, Azure, SQL, React, NLP",3,Bachelor,San Francisco
S00646,Student_646,"Azure, React, SQL, C++",4,Bachelor,Austin
S00647,Student_647,"TensorFlow, Data Engineering, SQL, Go, GCP",9,Bachelor,Bangalore
S00648,Student_648,"Node.js, Ruby, Go, Java",5,Bachelor,Seattle
S00649,Student_649,"Ruby, Docker, PyTorch, Node.js",7,Bachelor,Remote
S00650,Student_650,"NLP, Azure, Ruby, TensorFlow, PyTorch, Data Engineering",1,Master,Bangalore
S00651,Student_651,"Data Engineering, Java, React",3,High School,Berlin
S00652,Student_652,"Machine Learning, Java, Ruby",8,Bachelor,San Francisco
S00653,Student_653,"Computer Vision, GCP, AWS",3,Bachelor,Toronto
S00654,Student_654,"C++, Ruby, Java, Computer Vision, Python",3,Bachelor,London
S00655,Student_655,"Ruby, Java, Machine Learning, PyTorch, SQL, Data Engineering",9,Bachelor,New York
S00656,Student_656,"Node.js, Java, PyTorch",2,PhD,Singapore
S00657,Student_657,"Python, Kubernetes, Docker, C++, Data Engineering, Ruby",2,PhD,Toronto
S00658,Student_658,"React, Computer Vision, Machine Learning",1,Master,London
S00659,Student_659,"PyTorch, Node.js, Java, GCP, Data Engineering, Kubernetes",10,Bachelor,Remote
S00660,Student_660,"NLP, Machine Learning, AWS, Python, C++",7,Bachelor,Bangalore
S00661,Student_661,"Machine Learning, AWS, Java, TensorFlow, SQL",7,Master,Bangalore
S00662,Student_662,"AWS, Docker, TensorFlow, Machine Learning, Python, Data Engineering",3,PhD,Seattle
S00663,Student_663,"Computer Vision, Azure, SQL, PyTorch, TypeScript, AWS",1,PhD,Toronto
S00664,Student_664,"Azure, Ruby, AWS, Computer Vision, Machine Learning",1,Bachelor,Remote
S00665,Student_665,"Kubernetes, Go",8,Bachelor,Remote
S00666,Student_666,"Python, Ruby",5,Bachelor,Bangalore
S00667,Student_667,"NLP, C++",6,Master,Austin
S00668,Student_668,"Azure, AWS, Machine Learning, Computer Vision, Node.js",4,Bachelor,Bangalore
S00669,Student_669,"Ruby, Azure, Node.js, NLP, C++",2,Bachelor,Bangalore
S00670,Student_670,"Java, Azure, Go, TensorFlow, Node.js",3,PhD,Singapore
S00671,Student_671,"NLP, Machine Learning, AWS, React",1,Bachelor,London
S00672,Student_672,"C++, PyTorch",1,Bachelor,Austin
S00673,Student_673,"TypeScript, SQL, Java, NLP, Python, PyTorch",6,High School,London
S00674,Student_674,"TypeScript, Computer Vision, Docker, Go, Node.js",1,Bachelor,San Francisco
S00675,Student_675,"SQL, NLP, Ruby, PyTorch, Kubernetes, Azure",1,PhD,New York
S00676,Student_676,"TensorFlow, Data Engineering, Python",3,Bachelor,Bangalore
S00677,Student_677,"C++, SQL, PyTorch, Go",4,Master,Singapore
S00678,Student_678,"SQL, Azure, React",1,Master,London
S00679,Student_679,"Node.js, NLP",5,Bachelor,Seattle
S00680,Student_680,"Ruby, C++, PyTorch, Python, Docker",4,PhD,Bangalore
S00681,Student_681,"Go, Ruby, Azure, TypeScript",8,PhD,Berlin
S00682,Student_682,"TypeScript, C++, Data Engineering",4,PhD,Singapore
S00683,Student_683,"Node.js, Java",5,Bachelor,San Francisco
S00684,Student_684,"Docker, PyTorch, Kubernetes, GCP, AWS, NLP",2,Bachelor,Berlin
S00685,Student_685,"Ruby, Node.js, Data Engineering, NLP, TensorFlow, PyTorch",2,Bachelor,Austin
S00686,Student_686,"Data Engineering, Ruby, Python, TensorFlow, AWS",1,Bachelor,Seattle
S00687,Student_687,"React, GCP, Computer Vision",2,PhD,Bangalore
S00688,Student_688,"Python, Node.js, React, Kubernetes, Docker, C++",3,Master,Austin
S00689,Student_689,"Go, Java",8,Bachelor,Austin
S00690,Student_690,"Ruby, Node.js, Java",2,PhD,Remote
S00691,Student_691,"C++, React, Ruby, Node.js, TypeScript",13,Bachelor,Remote
S00692,Student_692,"Azure, Machine Learning, AWS, Go, Docker, GCP",5,PhD,Toronto
S00693,Student_693,"Python, Go, SQL, TensorFlow, Azure, Kubernetes",5,Bachelor,Singapore
S00694,Student_694,"TensorFlow, Java, PyTorch, Node.js",3,Bachelor,Singapore
S00695,Student_695,"SQL, PyTorch, Computer Vision",3,Bachelor,Bangalore
S00696,Student_696,"PyTorch, Azure",2,Bachelor,London
S00697,Student_697,"AWS, PyTorch, Data Engineering, GCP, Python",1,High School,Remote
S00698,Student_698,"Ruby, AWS, GCP, Azure, Node.js",2,Bachelor,Berlin
S00699,Student_699,"Node.js, TensorFlow, GCP",10,Bachelor,Toronto
S00700,Student_700,"C++, Computer Vision, Azure, Go, NLP",5,Bachelor,London
S00701,Student_701,"Machine Learning, Ruby, React, AWS, Node.js, NLP",10,Bachelor,Seattle
S00702,Student_702,"C++, Machine Learning, Ruby, TensorFlow, Python",2,Bachelor,Toronto
S00703,Student_703,"PyTorch, Go, GCP",1,Master,Berlin
S00704,Student_704,"Go, Ruby, SQL, NLP",3,High School,London
S00705,Student_705,"C++, Node.js",2,Bachelor,San Francisco
S00706,Student_706,"GCP, Node.js, Azure, Go, Ruby",4,Bachelor,Seattle
S00707,Student_707,"Azure, C++",1,Bachelor,Bangalore
S00708,Student_708,"Kubernetes, Azure, GCP",0,Master,Toronto
S00709,Student_709,"Docker, NLP, Kubernetes, Data Engineering, Machine Learning",4,Master,Austin
S00710,Student_710,"TypeScript, Ruby, NLP, Docker, PyTorch",10,Bachelor,Remote
S00711,Student_711,"GCP, Kubernetes, Node.js, NLP",5,Bachelor,Toronto
S00712,Student_712,"Ruby, PyTorch, Data Engineering, Computer Vision",5,Bachelor,New York
S00713,Student_713,"React, Node.js, Docker",4,Bachelor,Seattle
S00714,Student_714,"AWS, Docker",4,PhD,Toronto
S00715,Student_715,"SQL, Python, NLP, PyTorch, Docker, TypeScript",1,Bachelor,London
S00716,Student_716,"NLP, Kubernetes",2,Bachelor,Berlin
S00717,Student_717,"Machine Learning, TypeScript, PyTorch, Java, Python",8,High School,Austin
S00718,Student_718,"TensorFlow, Data Engineering, Go, Node.js",3,Bachelor,London
S00719,Student_719,"Java, Ruby, Data Engineering, Computer Vision, Kubernetes, Go",8,Bachelor,Bangalore
S00720,Student_720,"Docker, Data Engineering, Kubernetes",4,Bachelor,Berlin
S00721,Student_721,"Kubernetes, Python, Ruby",4,Bachelor,London
S00722,Student_722,"Kubernetes, TensorFlow, Go, Python",3,Master,Toronto
S00723,Student_723,"Kubernetes, Python, Computer Vision, TypeScript, React",6,Master,Bangalore
S00724,Student_724,"C++, Computer Vision, Go, Ruby",6,Bachelor,London
S00725,Student_725,"NLP, React, Node.js, Docker, Computer Vision",2,Master,Bangalore
S00726,Student_726,"Node.js, Kubernetes, Go, TypeScript, Computer Vision, AWS",1,Master,London
S00727,Student_727,"Kubernetes, AWS, Data Engineering",0,Master,Berlin
S00728,Student_728,"TensorFlow, C++, GCP, Python, Machine Learning, PyTorch",5,PhD,New York
S00729,Student_729,"AWS, Kubernetes, Node.js",4,Bachelor,Toronto
S00730,Student_730,"React, Docker",15,Bachelor,Toronto
S00731,Student_731,"GCP, Computer Vision, Kubernetes",4,Master,Toronto
S00732,Student_732,"Data Engineering, SQL, GCP, Docker",3,Master,London
S00733,Student_733,"Node.js, NLP",4,High School,Toronto
S00734,Student_734,"C++, Node.js, NLP",4,Master,San Francisco
S00735,Student_735,"NLP, Data Engineering, React",3,Master,New York
S00736,Student_736,"Data Engineering, AWS, PyTorch",2,Master,Remote
S00737,Student_737,"NLP, Kubernetes, GCP, Java, SQL",3,Master,Bangalore
S00738,Student_738,"AWS, Node.js, TensorFlow, Kubernetes, C++, Java",3,Master,Remote
S00739,Student_739,"React, Computer Vision",3,Bachelor,London
S00740,Student_740,"Ruby, AWS, NLP, React",6,High School,New York
S00741,Student_741,"TensorFlow, Machine Learning, Azure, Docker, React, PyTorch",3,Bachelor,Singapore
S00742,Student_742,"SQL, TypeScript, Azure, Machine Learning",1,Master,San Francisco
S00743,Student_743,"TensorFlow, React, GCP",2,PhD,Austin
S00744,Student_744,"C++, Python, NLP, Azure, Machine Learning",3,Bachelor,New York
S00745,Student_745,"Data Engineering, Go, Kubernetes, TensorFlow, C++",3,Bachelor,Bangalore
S00746,Student_746,"GCP, Data Engineering, Node.js, Java",5,High School,London
S00747,Student_747,"Kubernetes, Node.js, Go, Azure, Data Engineering",4,High School,Bangalore
S00748,Student_748,"Java, Python, Azure, React, GCP",0,Master,Bangalore
S00749,Student_749,"C++, PyTorch, TensorFlow, Machine Learning, Kubernetes",1,Bachelor,Austin
S00750,Student_750,"AWS, PyTorch",5,Master,New York
S00751,Student_751,"Java, SQL, C++",3,Bachelor,Remote
S00752,Student_752,"SQL, Ruby",4,Master,Seattle
S00753,Student_753,"PyTorch, Ruby, Node.js, SQL, Azure",3,Bachelor,San Francisco
S00754,Student_754,"C++, TensorFlow",2,PhD,San Francisco
S00755,Student_755,"SQL, Azure, Go, Computer Vision, Ruby",3,Master,New York
