student_id,name,skills,experience_years,education,location
S00756,Student_756,"Node.js, PyTorch, SQL, Docker, Kubernetes, Go",4,PhD,Bangalore
S00757,Student_757,"AWS, React",3,Bachelor,Remote
S00758,Student_758,"PyTorch, React, Java",6,Bachelor,Bangalore
S00759,Student_759,"AWS, Ruby, Azure, Data Engineering, Computer Vision",1,Master,London
S00760,Student_760,"Go, NLP, PyTorch",1,Bachelor,London
S00761,Student_761,"TypeScript, Data Engineering, Azure, GCP, PyTorch, Computer Vision",3,Bachelor,Seattle
S00762,Student_762,"TypeScript, React, Go, C++",5,Bachelor,Bangalore
S00763,Student_763,"Azure, Data Engineering, Ruby, NLP",6,High School,New York
S00764,Student_764,"TypeScript, Python, PyTorch, Machine Learning",2,PhD,Berlin
S00765,Student_765,"Kubernetes, React",0,Bachelor,Austin
S00766,Student_766,"Node.js, Go",2,Bachelor,Singapore
S00767,Student_767,"Machine Learning, AWS, SQL, Data Engineering, Azure, Docker",4,Bachelor,Austin
S00768,Student_768,"React, TypeScript, Node.js, Kubernetes, Docker, PyTorch",3,Bachelor,Remote
S00769,Student_769,"GCP, TensorFlow",5,Bachelor,Singapore
S00770,Student_770,"TypeScript, Kubernetes",7,High School,Singapore
S00771,Student_771,"Docker, SQL, GCP, Azure, Computer Vision",3,Bachelor,San Francisco
S00772,Student_772,"TypeScript, Python, NLP",2,High School,Bangalore
S00773,Student_773,"GCP, Go",2,Bachelor,Austin
S00774,Student_774,"React, Machine Learning, SQL, NLP, Data Engineering, PyTorch",1,Bachelor,Bangalore
S00775,Student_775,"React, Computer Vision",1,Bachelor,Seattle
S00776,Student_776,"Machine Learning, GCP, Docker",2,Bachelor,New York
S00777,Student_777,"NLP, Node.js, Docker, TypeScript, Computer Vision, PyTorch",7,Master,London
S00778,Student_778,"Go, C++, TensorFlow, NLP, Ruby",5,Bachelor,Bangalore
S00779,Student_779,"React, Docker, Node.js",2,Master,Austin
S00780,Student_780,"Docker, AWS, Computer Vision, Go, Azure, Java",13,Bachelor,Austin
S00781,Student_781,"Python, Kubernetes, Java, Azure, Data Engineering, Ruby",2,Bachelor,New York
S00782,Student_782,"C++, Azure, Machine Learning",8,Master,San Francisco
S00783,Student_783,"SQL, React",9,PhD,London
S00784,Student_784,"Python, GCP, AWS, Kubernetes",5,Bachelor,New York
S00785,Student_785,"C++, Go, TypeScript, Ruby",2,Bachelor,Berlin
S00786,Student_786,"TensorFlow, Machine Learning, Python, NLP, SQL, Ruby",2,Bachelor,Berlin
S00787,Student_787,"TypeScript, Node.js, SQL",4,Bachelor,New York
S00788,Student_788,"NLP, Node.js",1,Master,Austin
S00789,Student_789,"Python, Kubernetes",1,Master,Seattle
S00790,Student_790,"NLP, PyTorch, AWS",1,PhD,Toronto
S00791,Student_791,"Go, Docker, Java, C++, Data Engineering, Node.js",5,PhD,New York
S00792,Student_792,"React, PyTorch",7,Bachelor,Toronto
S00793,Student_793,"Java, Python, Azure, Go, PyTorch",6,Master,Remote
S00794,Student_794,"Node.js, SQL, TypeScript, NLP, Python, Go",7,PhD,Remote
S00795,Student_795,"GCP, NLP, Machine Learning",2,High School,Seattle
S00796,Student_796,"TypeScript, React, Computer Vision, Ruby, Machine Learning, C++",3,PhD,Singapore
S00797,Student_797,"Data Engineering, Go, Machine Learning, C++",3,Master,Singapore
S00798,Student_798,"C++, Machine Learning, Kubernetes, PyTorch, Ruby, TypeScript",5,PhD,London
S00799,Student_799,"Java, GCP, Docker, AWS, TypeScript, TensorFlow",2,Master,London
S00800,Student_800,"GCP, Computer Vision",6,PhD,Berlin
S00801,Student_801,"Node.js, Machine Learning, C++, AWS, Ruby",9,Bachelor,Singapore
S00802,Student_802,"Node.js, Ruby, React, Go, PyTorch, GCP",5,High School,San Francisco
S00803,Student_803,"Machine Learning, PyTorch, TensorFlow, Azure, Java",2,Master,Toronto
S00804,Student_804,"Machine Learning, Java, C++, React, SQL",2,Bachelor,New York
S00805,Student_805,"Computer Vision, React, C++, Go",1,High School,Toronto
S00806,Student_806,"TensorFlow, GCP, Data Engineering, React, Computer Vision, C++",0,Master,Singapore
S00807,Student_807,"GCP, NLP, Go, PyTorch, SQL",3,Bachelor,Toronto
S00808,Student_808,"SQL, React, PyTorch, NLP, TypeScript",3,Bachelor,Bangalore
S00809,Student_809,"C++, Kubernetes",6,Bachelor,Berlin
S00810,Student_810,"Data Engineering, Java, Computer Vision, Kubernetes",2,Master,New York
S00811,Student_811,"Machine Learning, Data Engineering, Ruby, Docker, AWS, PyTorch",3,Master,Bangalore
S00812,Student_812,"NLP, Computer Vision, GCP",4,Bachelor,London
S00813,Student_813,"Ruby, C++, Data Engineering, Docker, Node.js",5,Bachelor,London
S00814,Student_814,"Docker, AWS",6,Master,Austin
S00815,Student_815,"PyTorch, NLP",4,Master,Bangalore
S00816,Student_816,"Java, NLP, Go, Ruby, SQL, PyTorch",1,Bachelor,Austin
S00817,Student_817,"Machine Learning, Java, TypeScript, Ruby, SQL, C++",4,Bachelor,Toronto
S00818,Student_818,"Java, AWS, Machine Learning, C++",2,High School,Berlin
S00819,Student_819,"Data Engineering, TensorFlow",8,Master,Bangalore
S00820,Student_820,"TypeScript, TensorFlow",3,Bachelor,Singapore
S00821,Student_821,"Data Engineering, Computer Vision, TypeScript, Docker, Python",4,Bachelor,Bangalore
S00822,Student_822,"TypeScript, Go, C++, SQL",16,Bachelor,New York
S00823,Student_823,"SQL, Machine Learning, TypeScript, Kubernetes",6,Bachelor,San Francisco
S00824,Student_824,"AWS, Computer Vision",4,PhD,London
S00825,Student_825,"TypeScript, Ruby, Go, Java",3,PhD,Singapore
S00826,Student_826,"SQL, Docker, Kubernetes, GCP",1,Bachelor,Seattle
S00827,Student_827,"Computer Vision, Go",3,High School,Toronto
S00828,Student_828,"AWS, Node.js, GCP",2,Bachelor,Bangalore
S00829,Student_829,"C++, SQL, AWS",10,Bachelor,Bangalore
S00830,Student_830,"TensorFlow, Kubernetes",4,Bachelor,Austin
S00831,Student_831,"PyTorch, Ruby, Azure, Machine Learning",7,Master,Toronto
S00832,Student_832,"TensorFlow, TypeScript, Java, React, Kubernetes, AWS",2,High School,New York
S00833,Student_833,"AWS, C++, Computer Vision, Go, SQL",2,Bachelor,Bangalore
S00834,Student_834,"Python, C++, Kubernetes",5,Bachelor,San Francisco
S00835,Student_835,"Kubernetes, PyTorch, Go, GCP",2,Master,San Francisco
S00836,Student_836,"GCP, NLP, Python, Java",2,Bachelor,Austin
S00837,Student_837,"TensorFlow, SQL, Machine Learning, TypeScript, Go",10,Master,Bangalore
S00838,Student_838,"Data Engineering, Computer Vision, SQL, PyTorch",2,Bachelor,Austin
S00839,Student_839,"Go, Python, C++, GCP, Azure, SQL",1,PhD,Berlin
S00840,Student_840,"GCP, NLP",1,Master,London
S00841,Student_841,"TypeScript, NLP, Java, AWS, Kubernetes, Azure",1,Master,New York
S00842,Student_842,"Computer Vision, Docker, TensorFlow, React",8,Bachelor,Berlin
S00843,Student_843,"PyTorch, Kubernetes, Java",2,Bachelor,New York
S00844,Student_844,"Docker, Data Engineering, PyTorch",15,High School,Toronto
S00845,Student_845,"Machine Learning, C++, GCP, TensorFlow, Kubernetes, NLP",9,Bachelor,San Francisco
S00846,Student_846,"Machine Learning, C++, SQL, Data Engineering, NLP, Azure",12,Master,San Francisco
S00847,Student_847,"Kubernetes, SQL",7,Master,Singapore
S00848,Student_848,"GCP, Data Engineering",5,Master,San Francisco
S00849,Student_849,"Kubernetes, Python, TypeScript, C++, GCP, AWS",2,Bachelor,Berlin
S00850,Student_850,"GCP, Data Engineering, AWS, Node.js, Machine Learning, Docker",3,Bachelor,New York
S00851,Student_851,"Go, PyTorch, AWS, C++, Azure, Node.js",5,Bachelor,London
S00852,Student_852,"Ruby, React, Java, Docker",6,Bachelor,Austin
S00853,Student_853,"Data Engineering, SQL, Machine Learning, Python, TensorFlow, TypeScript",1,Master,San Francisco
S00854,Student_854,"SQL, Docker, Computer Vision, NLP, Java",3,Master,Singapore
S00855,Student_855,"TypeScript, Azure, Kubernetes, GCP, C++",3,Master,Bangalore
S00856,Student_856,"Data Engineering, Ruby",3,Bachelor,Toronto
S00857,Student_857,"Data Engineering, Kubernetes",1,Master,Toronto
S00858,Student_858,"React, TypeScript, Machine Learning, Node.js, Azure",11,Bachelor,Austin
S00859,Student_859,"Data Engineering, TensorFlow, Python, Docker",3,Bachelor,Austin
S00860,Student_860,"Data Engineering, Java, Kubernetes, Azure, Machine Learning",1,Bachelor,Seattle
S00861,Student_861,"GCP, Go",11,Master,Berlin
S00862,Student_862,"Data Engineering, NLP, Computer Vision, React, PyTorch, Node.js",9,Bachelor,Toronto
S00863,Student_863,"Docker, GCP, C++, Computer Vision, PyTorch",4,Bachelor,Austin
S00864,Student_864,"React, Java, Docker, TensorFlow, AWS, Kubernetes",2,Bachelor,Austin
S00865,Student_865,"AWS, Data Engineering, Java, Kubernetes, NLP, SQL",1,Bachelor,Singapore
S00866,Student_866,"GCP, TensorFlow, SQL, Docker, C++",5,Master,Singapore
S00867,Student_867,"Machine Learning, TypeScript",2,Bachelor,Berlin
S00868,Student_868,"TypeScript, Ruby, Data Engineering, C++, PyTorch",3,Master,Austin
S00869,Student_869,"Ruby, Kubernetes, Computer Vision, Azure",10,PhD,Singapore
S00870,Student_870,"TypeScript, PyTorch",2,Bachelor,London
S00871,Student_871,"SQL, Azure, Go, TypeScript",5,High School,Bangalore
S00872,Student_872,"AWS, Kubernetes, Python, React",6,Bachelor,Singapore
S00873,Student_873,"GCP, NLP, Ruby, Go, Computer Vision",8,Bachelor,London
S00874,Student_874,"Machine Learning, C++, Go, NLP, Azure",3,Master,London
S00875,Student_875,"Machine Learning, TypeScript, Python, Docker",3,Master,London
S00876,Student_876,"Computer Vision, Machine Learning, Docker, Ruby, TypeScript",3,Master,Singapore
S00877,Student_877,"TypeScript, Java, Data Engineering, PyTorch, Computer Vision",4,Bachelor,Toronto
S00878,Student_878,"Azure, React, Java, Computer Vision, Python",9,Bachelor,Remote
S00879,Student_879,"Node.js, Computer Vision, Go, Azure, SQL, Python",3,Bachelor,Austin
S00880,Student_880,"Ruby, TensorFlow",0,PhD,San Francisco
S00881,Student_881,"PyTorch, Node.js, Data Engineering",6,Bachelor,Bangalore
S00882,Student_882,"Docker, React, TensorFlow, TypeScript, Kubernetes, Go",4,High School,Austin
S00883,Student_883,"Python, TensorFlow, Data Engineering, PyTorch, Ruby, Kubernetes",5,Master,Seattle
S00884,Student_884,"Kubernetes, TypeScript, Java, SQL",1,Master,Singapore
S00885,Student_885,"Ruby, Node.js, SQL, TensorFlow",2,Bachelor,Singapore
S00886,Student_886,"Kubernetes, Python",6,Bachelor,San Francisco
S00887,Student_887,"PyTorch, Docker, Node.js",1,Bachelor,Singapore
S00888,Student_888,"Node.js, TypeScript, Python, AWS",5,Master,Singapore
S00889,Student_889,"Data Engineering, Azure, Java",3,Bachelor,Remote
S00890,Student_890,"Java, PyTorch, SQL, GCP, Docker",2,PhD,Singapore
S00891,Student_891,"TensorFlow, Computer Vision, NLP",2,Bachelor,Toronto
S00892,Student_892,"C++, Ruby, Azure",1,High School,Berlin
S00893,Student_893,"SQL, Java",3,Bachelor,Toronto
S00894,Student_894,"TensorFlow, Go, React, NLP",4,Master,Seattle
S00895,Student_895,"Node.js, Machine Learning, PyTorch, Computer Vision, Python",2,Bachelor,Toronto
S00896,Student_896,"GCP, PyTorch, SQL, AWS, Azure",1,PhD,Seattle
S00897,Student_897,"Node.js, GCP, TypeScript, Go, AWS, Machine Learning",5,Master,Seattle
S00898,Student_898,"React, Ruby, C++, PyTorch, GCP",6,Master,London
S00899,Student_899,"Go, Python, Ruby, Docker",5,High School,San Francisco
S00900,Student_900,"AWS, Data Engineering, Azure, React, Kubernetes, Machine Learning",12,Bachelor,New York
S00901,Student_901,"Docker, SQL, C++, AWS, PyTorch, Ruby",3,Master,London
S00902,Student_902,"Ruby, Java, AWS, TypeScript, Node.js",8,Bachelor,San Francisco
S00903,Student_903,"Node.js, Computer Vision, GCP, TypeScript, Java",2,Master,Berlin
S00904,Student_904,"NLP, TypeScript",2,Bachelor,New York
S00905,Student_905,"Node.js, Java, Data Engineering, Docker",4,Bachelor,Remote
S00906,Student_906,"NLP, Java, TensorFlow, AWS, Machine Learning, Node.js",10,Master,Remote
S00907,Student_907,"AWS, Data Engineering, Node.js, TypeScript, SQL, TensorFlow",3,High School,Berlin
S00908,Student_908,"Python, TensorFlow, Machine Learning, TypeScript, SQL",1,Master,Berlin
S00909,Student_909,"GCP, NLP, Python",6,Bachelor,Toronto
S00910,Student_910,"Computer Vision, NLP, Docker, React, Python",3,Bachelor,Toronto
S00911,Student_911,"Ruby, Go",4,PhD,Austin
S00912,Student_912,"Kubernetes, NLP, SQL, Docker",2,Bachelor,Austin
S00913,Student_913,"Data Engineering, Kubernetes",4,Master,London
S00914,Student_914,"SQL, NLP, C++, Kubernetes, Ruby, Data Engineering",1,Bachelor,Austin
S00915,Student_915,"Docker, Data Engineering, C++, Machine Learning, SQL",11,Bachelor,Singapore
S00916,Student_916,"TensorFlow, NLP, Docker",7,Master,Berlin
S00917,Student_917,"Go, Data Engineering, Python, SQL, GCP",4,High School,New York
S00918,Student_918,"AWS, C++, PyTorch, Data Engineering, Machine Learning",6,Master,Remote
S00919,Student_919,"SQL, Machine Learning",2,Bachelor,New York
S00920,Student_920,"TypeScript, SQL, React, Machine Learning, Python",7,Bachelor,New York
S00921,Student_921,"AWS, Data Engineering, Java, Docker",3,Master,San Francisco
S00922,Student_922,"TensorFlow, React",2,High School,Remote
S00923,Student_923,"GCP, NLP, TypeScript, AWS, Machine Learning",1,Bachelor,Remote
S00924,Student_924,"Ruby, Java",5,Bachelor,San Francisco
S00925,Student_925,"Machine Learning, Computer Vision, Java, Azure",3,Bachelor,Toronto
S00926,Student_926,"Ruby, SQL, Machine Learning",8,High School,Singapore
S00927,Student_927,"Java, Python, TensorFlow, Docker, Ruby",1,High School,San Francisco
S00928,Student_928,"Kubernetes, Computer Vision, TensorFlow, Machine Learning, C++, Docker",5,Master,Bangalore
S00929,Student_929,"Computer Vision, React, Java, SQL, Go",7,Master,Singapore
S00930,Student_930,"Kubernetes, Azure",4,Bachelor,Bangalore
S00931,Student_931,"C++, AWS, PyTorch",3,PhD,Singapore
S00932,Student_932,"Go, PyTorch, React, Data Engineering",4,Master,Remote
S00933,Student_933,"SQL, C++, AWS, Machine Learning",8,Master,Toronto
S00934,Student_934,"Java, TypeScript, SQL, Go, Azure",8,Bachelor,Seattle
S00935,Student_935,"GCP, Data Engineering, SQL, AWS",3,Master,Bangalore
S00936,Student_936,"Java, Python, TensorFlow",8,Bachelor,San Francisco
S00937,Student_937,"Data Engineering, Ruby, GCP",3,Bachelor,Austin
S00938,Student_938,"AWS, GCP, React",6,High School,Seattle
S00939,Student_939,"NLP, React, Docker",5,Bachelor,Toronto
S00940,Student_940,"Computer Vision, Machine Learning",2,Bachelor,Singapore
S00941,Student_941,"Java, NLP, Azure, Machine Learning, Data Engineering",1,Master,Austin
S00942,Student_942,"C++, GCP, Machine Learning, SQL",8,Master,New York
S00943,Student_943,"Machine Learning, AWS, Data Engineering, Go",9,Bachelor,Austin
S00944,Student_944,"Kubernetes, Java, Ruby",4,Bachelor,Bangalore
S00945,Student_945,"Docker, Computer Vision, PyTorch",3,Bachelor,Remote
S00946,Student_946,"TensorFlow, Data Engineering, Node.js, Python, Computer Vision, Azure",1,Master,Remote
S00947,Student_947,"Computer Vision, Ruby, React, Machine Learning",7,PhD,New York
S00948,Student_948,"SQL, TypeScript, TensorFlow, PyTorch, Ruby",4,Bachelor,Seattle
S00949,Student_949,"AWS, Data Engineering, TensorFlow, React, Docker",3,Bachelor,New York
S00950,Student_950,"C++, Machine Learning, Azure, Kubernetes, React",6,Master,San Francisco
S00951,Student_951,"TensorFlow, Kubernetes",1,Bachelor,Toronto
S00952,Student_952,"Ruby, Python, Data Engineering, Go, Machine Learning, Computer Vision",1,Master,London
S00953,Student_953,"Data Engineering, Python, Docker, NLP",2,Master,Austin
S00954,Student_954,"SQL, Kubernetes, Computer Vision, Node.js, C++, NLP",5,Master,Singapore
S00955,Student_955,"SQL, PyTorch, Azure, TypeScript",4,Bachelor,Austin
S00956,Student_956,"TypeScript, SQL, Azure, Go, Java",5,Master,San Francisco
S00957,Student_957,"C++, Machine Learning, GCP, React, AWS, Go",7,Bachelor,Singapore
S00958,Student_958,"React, GCP, Azure",5,Master,Bangalore
S00959,Student_959,"Node.js, SQL, Docker, Azure, PyTorch",11,Bachelor,Bangalore
S00960,Student_960,"AWS, TensorFlow, Go, Kubernetes, Data Engineering, PyTorch",7,Bachelor,San Francisco
S00961,Student_961,"Data Engineering, Docker, Ruby",3,Bachelor,London
S00962,Student_962,"Docker, AWS, Java, Node.js",2,Bachelor,London
S00963,Student_963,"Machine Learning, C++, PyTorch, Python, Kubernetes",3,Bachelor,Bangalore
S00964,Student_964,"TensorFlow, Azure, Computer Vision",6,Bachelor,New York
S00965,Student_965,"C++, Docker, Python, React",2,Master,Bangalore
S00966,Student_966,"Computer Vision, Ruby, GCP, Go",6,Bachelor,Bangalore
S00967,Student_967,"Data Engineering, TypeScript, Kubernetes, Machine Learning, Go, Docker",5,Master,Remote
S00968,Student_968,"Azure, Kubernetes, SQL, Machine Learning, TypeScript",1,Bachelor,London
S00969,Student_969,"Java, Go, Kubernetes, TypeScript, PyTorch, Computer Vision",7,Master,London
S00970,Student_970,"React, AWS, SQL",4,PhD,Singapore
S00971,Student_971,"Data Engineering, Node.js, Azure",11,Bachelor,Bangalore
S00972,Student_972,"GCP, Azure",3,Bachelor,Toronto
S00973,Student_973,"Java, Go, Kubernetes, AWS, Python, C++",3,PhD,London
S00974,Student_974,"GCP, Machine Learning, Python, PyTorch, TypeScript",1,Master,Berlin
S00975,Student_975,"Kubernetes, Ruby, Machine Learning, Data Engineering, GCP",1,Master,Toronto
S00976,Student_976,"Machine Learning, Go",6,Bachelor,New York
S00977,Student_977,"TypeScript, React, Data Engineering, Azure, Docker",10,Bachelor,Singapore
S00978,Student_978,"Ruby, PyTorch, React",3,Master,Berlin
S00979,Student_979,"Python, Docker, Go",3,Master,San Francisco
S00980,Student_980,"NLP, C++, TensorFlow, GCP, SQL, Data Engineering",4,Master,Seattle
S00981,Student_981,"Computer Vision, Azure, NLP",7,Bachelor,Berlin
S00982,Student_982,"Azure, Kubernetes, Data Engineering, Docker",1,Bachelor,Toronto
S00983,Student_983,"Data Engineering, Kubernetes, Java, Computer Vision, PyTorch",4,Bachelor,Singapore
S00984,Student_984,"Docker, Machine Learning, C++, Kubernetes, TensorFlow, Computer Vision",7,Bachelor,Austin
S00985,Student_985,"Ruby, NLP",5,High School,Seattle
S00986,Student_986,"Computer Vision, Java, Go, Data Engineering",0,Master,London
S00987,Student_987,"Java, NLP, Kubernetes",5,Bachelor,New York
S00988,Student_988,"Ruby, Kubernetes, TensorFlow, Data Engineering",5,Bachelor,New York
S00989,Student_989,"Node.js, Kubernetes, TensorFlow",8,Bachelor,Berlin
S00990,Student_990,"Java, TensorFlow, React, Python, AWS",9,Master,Toronto
S00991,Student_991,"TypeScript, Azure",8,Bachelor,Singapore
S00992,Student_992,"Node.js, TensorFlow, AWS, Azure, Python",4,Master,London
S00993,Student_993,"SQL, Machine Learning, GCP, Data Engineering, Ruby, Java",1,Bachelor,Berlin
S00994,Student_994,"Computer Vision, Azure, SQL, Kubernetes",3,Bachelor,San Francisco
S00995,Student_995,"C++, Java, AWS, Ruby, GCP, Computer Vision",3,Bachelor,Berlin
S00996,Student_996,"Azure, AWS, Go, TypeScript",10,Master,New York
S00997,Student_997,"PyTorch, Kubernetes, Azure",2,Master,Seattle
S00998,Student_998,"Java, AWS, C++, Machine Learning",1,Bachelor,Remote
S00999,Student_999,"TypeScript, PyTorch, Go, AWS, Computer Vision, React",2,PhD,San Francisco
S01000,Student_1000,"Python, TensorFlow, Azure",2,Bachelor,Austin
