log_id,student_id,job_id,model_version,served_score,offline_score,skew,rank_position,clicked,applied,is_defect,defect_type,user_impact_score,college_tier,region
L001532,S0249,J018,v1.2,0.4766,0.4214,0.0552,3,0,0,0,none,0.276,2,urban
L001536,S0165,J041,v1.0,0.2608,0.2608,0.0,3,0,0,0,none,0.0,2,semi_urban
L001537,S0094,J039,v1.1,0.5482,0.4883,0.0598,2,0,0,0,none,0.378,2,urban
L001539,S0162,J005,v1.0,0.065,0.065,0.0,4,0,0,0,none,0.0,1,rural
L001556,S0115,J044,v1.2,0.5597,0.451,0.1087,1,1,0,0,none,1.087,3,urban
L001561,S0057,J019,v1.1,0.6246,0.5249,0.0997,3,0,0,0,none,0.499,2,semi_urban
L001565,S0167,J034,v1.1,0.6271,0.5408,0.0863,3,0,0,0,none,0.432,3,rural
L001577,S0226,J005,v1.2,0.529,0.4363,0.0927,4,0,0,0,none,0.399,1,rural
L001581,S0032,J027,v1.2,0.6314,0.5532,0.0782,1,0,0,0,none,0.782,2,semi_urban
L001583,S0118,J008,v1.1,0.3135,0.2435,0.0699,4,0,0,0,none,0.301,2,urban
L001585,S0011,J012,v1.2,0.6031,0.4828,0.1203,3,0,0,0,none,0.601,3,urban
L001599,S0124,J048,v1.2,0.4803,0.4062,0.0741,2,0,0,0,none,0.468,1,semi_urban
L001603,S0054,J032,v1.2,1.0,0.936,0.0981,3,1,1,0,none,0.32,3,urban
L001609,S0259,J029,v1.0,0.483,0.483,0.0,4,0,0,0,none,0.0,2,urban
L001619,S0241,J026,v1.1,0.7155,0.652,0.0635,5,0,0,1,false_positive,0.246,3,semi_urban
L001628,S0005,J012,v1.2,0.414,0.398,0.016,2,0,0,0,none,0.101,3,urban
L001630,S0162,J014,v1.1,0.0991,0.0,0.0991,4,0,0,0,none,0.427,1,rural
L001631,S0151,J020,v1.1,0.548,0.4484,0.0996,1,0,0,0,none,0.996,3,rural
L001632,S0177,J012,v1.2,0.8018,0.7295,0.0723,2,0,0,1,false_positive,0.456,3,semi_urban
L001635,S0160,J030,v1.2,0.4917,0.383,0.1086,4,0,0,0,none,0.468,1,semi_urban
L001649,S0257,J022,v1.1,0.4868,0.4062,0.0806,1,0,0,0,none,0.806,1,urban
L001654,S0020,J017,v1.1,0.5588,0.4854,0.0734,5,1,1,0,none,0.284,3,rural
L001660,S0183,J004,v1.1,0.7488,0.6905,0.0583,2,1,1,0,none,0.368,2,urban
L001662,S0149,J015,v1.2,0.597,0.5411,0.0559,4,0,0,0,none,0.241,1,semi_urban
L001663,S0048,J009,v1.1,0.5377,0.4207,0.117,4,0,0,0,none,0.504,2,semi_urban
L001670,S0100,J049,v1.2,0.7769,0.7111,0.0659,3,0,0,1,false_positive,0.329,3,urban
L001678,S0286,J032,v1.0,0.5543,0.5543,0.0,3,0,0,0,none,0.0,1,urban
L001690,S0236,J038,v1.1,0.7407,0.6756,0.0651,3,0,0,1,false_positive,0.326,2,semi_urban
L001693,S0276,J020,v1.2,0.7793,0.6945,0.0848,4,0,0,1,false_positive,0.365,2,rural
L001700,S0242,J036,v1.0,0.3728,0.3728,0.0,5,0,0,0,none,0.0,1,rural
L001703,S0174,J042,v1.0,0.6213,0.6213,0.0,4,0,0,0,none,0.0,1,urban
L001714,S0291,J018,v1.1,0.4298,0.336,0.0938,3,0,0,0,none,0.469,1,urban
L001732,S0048,J019,v1.1,0.5421,0.4969,0.0453,5,0,0,0,none,0.175,2,semi_urban
L001743,S0237,J049,v1.2,0.6568,0.5604,0.0964,5,0,0,0,none,0.373,3,urban
L001747,S0110,J004,v1.0,0.7153,0.7153,0.0,3,0,0,1,false_positive,0.0,2,semi_urban
L001758,S0076,J034,v1.2,0.5426,0.4483,0.0943,5,0,0,0,none,0.365,2,rural
L001760,S0240,J005,v1.2,0.576,0.4584,0.1176,2,0,0,0,none,0.742,3,rural
L001763,S0135,J014,v1.2,0.1732,0.0353,0.1378,5,0,0,0,none,0.533,1,urban
L001765,S0093,J029,v1.0,0.5548,0.5548,0.0,3,0,0,0,none,0.0,2,semi_urban
L001775,S0169,J004,v1.1,0.8996,0.7959,0.1037,4,1,0,0,none,0.447,3,semi_urban
L001784,S0018,J009,v1.2,0.5489,0.4488,0.1001,3,0,0,0,none,0.501,3,urban
L001790,S0179,J011,v1.1,0.27,0.1892,0.0808,4,0,0,0,none,0.348,3,urban
L001801,S0119,J023,v1.2,0.3133,0.2674,0.0458,3,0,0,0,none,0.229,2,rural
L001803,S0250,J033,v1.1,0.6131,0.5892,0.0239,2,0,0,0,none,0.151,2,urban
L001807,S0116,J026,v1.0,0.1929,0.1929,0.0,1,0,0,0,none,0.0,3,urban
L001816,S0085,J007,v1.2,0.5629,0.4982,0.0647,3,0,0,0,none,0.323,1,rural
L001825,S0075,J010,v1.1,0.6871,0.6372,0.0499,4,0,0,0,none,0.215,2,urban
L001828,S0130,J031,v1.1,0.6155,0.5153,0.1002,4,0,0,0,none,0.432,1,rural
L001830,S0262,J011,v1.0,0.2331,0.2331,0.0,4,0,0,0,none,0.0,2,rural
L001833,S0005,J028,v1.2,0.7187,0.596,0.1227,2,1,0,0,none,0.774,3,urban
L001835,S0250,J035,v1.2,0.5634,0.5207,0.0428,4,1,0,0,none,0.184,2,urban
L001849,S0140,J043,v1.2,0.56,0.481,0.079,1,1,0,0,none,0.79,2,rural
L001852,S0056,J004,v1.1,0.3132,0.2586,0.0545,4,0,0,0,none,0.235,2,semi_urban
L001863,S0203,J004,v1.1,0.5743,0.4971,0.0772,1,0,0,0,none,0.772,1,semi_urban
L001866,S0061,J019,v1.0,0.6347,0.6347,0.0,5,0,0,0,none,0.0,2,urban
L001869,S0278,J002,v1.0,0.5751,0.5751,0.0,1,1,1,0,none,0.0,3,rural
L001875,S0223,J020,v1.1,0.555,0.4889,0.0662,1,0,0,0,none,0.661,3,semi_urban
L001882,S0091,J049,v1.2,0.7615,0.6892,0.0723,2,1,1,0,none,0.456,2,urban
L001884,S0089,J044,v1.1,0.2337,0.2009,0.0328,2,0,0,0,none,0.207,2,rural
L001895,S0071,J010,v1.0,0.5646,0.5646,0.0,2,0,0,0,none,0.0,2,urban
L001919,S0117,J025,v1.2,0.5076,0.4192,0.0884,2,1,0,0,none,0.558,3,semi_urban
L001920,S0056,J040,v1.2,0.312,0.2209,0.0911,3,0,0,0,none,0.455,2,semi_urban
L001922,S0088,J007,v1.1,0.4727,0.4078,0.0649,3,0,0,0,none,0.325,1,urban
L001924,S0296,J005,v1.1,0.4693,0.378,0.0913,5,0,0,0,none,0.353,3,semi_urban
L001925,S0119,J020,v1.1,0.4169,0.3277,0.0892,5,0,0,0,none,0.345,2,rural
L001937,S0032,J049,v1.0,0.8133,0.8133,0.0,5,0,0,1,false_positive,0.0,2,semi_urban
L001948,S0143,J016,v1.1,0.7677,0.6558,0.112,2,0,0,1,false_positive,0.706,2,urban
L001949,S0031,J035,v1.1,0.2595,0.1997,0.0599,4,0,0,0,none,0.258,3,urban
L001959,S0131,J037,v1.1,0.4486,0.3699,0.0787,3,0,0,0,none,0.393,3,semi_urban
L001967,S0197,J034,v1.1,0.5743,0.5239,0.0504,1,1,0,0,none,0.504,3,semi_urban
L001979,S0113,J027,v1.1,0.5176,0.4894,0.0282,3,0,0,0,none,0.141,2,rural
L001988,S0204,J026,v1.1,0.6369,0.56,0.077,5,0,0,0,none,0.297,1,semi_urban
L001990,S0173,J018,v1.0,0.4068,0.4068,0.0,1,1,1,0,none,0.0,3,urban
L001998,S0071,J046,v1.0,0.779,0.779,0.0,3,1,1,0,none,0.0,2,urban
L002008,S0089,J031,v1.0,0.1646,0.1646,0.0,2,0,0,0,none,0.0,2,rural
L002012,S0017,J044,v1.2,0.1649,0.08,0.0849,3,0,0,0,none,0.424,1,semi_urban
L002014,S0111,J019,v1.2,0.6369,0.5379,0.099,5,0,0,0,none,0.383,1,semi_urban
L002017,S0070,J044,v1.1,0.2077,0.1656,0.042,2,0,0,0,none,0.266,1,semi_urban
L002018,S0256,J027,v1.0,0.3893,0.3893,0.0,4,0,0,0,none,0.0,3,urban
L002021,S0074,J025,v1.1,0.4691,0.4308,0.0384,4,1,1,0,none,0.165,1,urban
L002023,S0136,J012,v1.2,0.3573,0.3114,0.0459,4,1,0,1,false_negative,0.198,3,urban
L002031,S0287,J027,v1.2,0.2622,0.1803,0.0819,4,0,0,0,none,0.353,2,urban
L002035,S0200,J008,v1.0,0.5199,0.5199,0.0,4,0,0,0,none,0.0,3,semi_urban
L002045,S0098,J035,v1.2,0.7578,0.6736,0.0843,4,0,0,1,false_positive,0.363,1,urban
L002050,S0245,J001,v1.2,0.2066,0.1823,0.0243,1,0,0,0,none,0.243,3,urban
L002051,S0192,J039,v1.2,0.7146,0.6735,0.041,4,0,0,1,false_positive,0.177,1,semi_urban
L002081,S0106,J021,v1.2,0.1783,0.1271,0.0512,4,0,0,0,none,0.221,2,urban
L002085,S0091,J033,v1.1,0.6192,0.5612,0.058,2,1,0,0,none,0.366,2,urban
L002094,S0192,J002,v1.0,0.7967,0.7967,0.0,3,1,1,0,none,0.0,1,semi_urban
L002111,S0249,J012,v1.1,0.4931,0.4417,0.0514,4,1,0,0,none,0.221,2,urban
L002115,S0214,J033,v1.1,0.4043,0.3741,0.0302,4,1,0,0,none,0.13,3,urban
L002126,S0021,J029,v1.2,0.7043,0.5997,0.1046,1,0,0,1,false_positive,1.046,2,urban
L002133,S0245,J048,v1.2,0.416,0.3456,0.0704,2,0,0,0,none,0.444,3,urban
L002136,S0129,J024,v1.2,0.3704,0.3005,0.0699,1,0,0,0,none,0.699,2,rural
L002140,S0045,J019,v1.1,0.7801,0.6974,0.0827,3,0,0,1,false_positive,0.414,3,semi_urban
L002141,S0218,J020,v1.2,0.774,0.638,0.136,3,0,0,1,false_positive,0.68,3,urban
L002161,S0128,J024,v1.0,0.3058,0.3058,0.0,5,1,0,1,false_negative,0.0,1,urban
L002162,S0161,J028,v1.0,0.5149,0.5149,0.0,1,0,0,0,none,0.0,3,urban
L002168,S0197,J016,v1.2,0.6463,0.6237,0.0226,1,1,1,0,none,0.226,3,semi_urban
L002177,S0199,J006,v1.1,0.6082,0.5447,0.0635,2,0,0,0,none,0.401,2,semi_urban
L002178,S0186,J010,v1.2,0.6172,0.5786,0.0386,3,1,0,0,none,0.193,2,urban
L002180,S0149,J033,v1.1,0.7073,0.648,0.0593,5,1,0,0,none,0.229,1,semi_urban
L002199,S0026,J007,v1.1,0.5967,0.5525,0.0441,1,0,0,0,none,0.442,2,rural
L002203,S0060,J027,v1.2,0.3507,0.2946,0.056,2,0,0,0,none,0.354,2,rural
L002205,S0081,J003,v1.2,0.8822,0.7955,0.0866,2,0,0,1,false_positive,0.547,2,rural
L002213,S0160,J041,v1.0,0.5348,0.5348,0.0,4,0,0,0,none,0.0,1,semi_urban
L002215,S0173,J035,v1.2,0.6041,0.5615,0.0425,5,0,0,0,none,0.165,3,urban
L002224,S0053,J001,v1.1,0.6632,0.5628,0.1004,4,1,1,0,none,0.432,2,semi_urban
L002233,S0086,J031,v1.2,0.3774,0.3519,0.0255,3,0,0,0,none,0.128,3,semi_urban
L002242,S0231,J032,v1.0,0.5474,0.5474,0.0,2,0,0,0,none,0.0,2,semi_urban
L002245,S0068,J041,v1.1,0.5654,0.4767,0.0887,5,0,0,0,none,0.343,1,urban
L002254,S0034,J039,v1.1,0.4827,0.4056,0.0771,5,0,0,0,none,0.298,2,urban
L002264,S0106,J013,v1.2,0.4094,0.3479,0.0614,3,0,0,0,none,0.308,2,urban
L002265,S0192,J006,v1.2,1.0,1.0,0.0713,3,0,0,1,false_positive,0.0,1,semi_urban
L002266,S0024,J017,v1.2,0.4662,0.4025,0.0637,2,0,0,0,none,0.402,3,rural
L002272,S0159,J012,v1.2,0.6669,0.5874,0.0795,3,0,0,0,none,0.398,3,semi_urban
L002274,S0016,J029,v1.1,0.4095,0.3229,0.0866,5,0,0,0,none,0.335,2,urban
L002288,S0072,J010,v1.1,0.442,0.372,0.07,5,0,0,0,none,0.271,3,urban
L002299,S0110,J013,v1.1,0.7918,0.7343,0.0575,5,1,0,0,none,0.222,2,semi_urban
L002305,S0227,J007,v1.2,0.9172,0.8196,0.0976,3,0,0,1,false_positive,0.488,2,rural
L002323,S0144,J025,v1.2,0.7428,0.6522,0.0905,3,0,0,1,false_positive,0.453,2,urban
L002369,S0101,J035,v1.1,0.6241,0.535,0.0891,5,0,0,0,none,0.345,2,rural
L002370,S0051,J032,v1.2,0.562,0.5008,0.0612,1,0,0,0,none,0.612,1,urban
L002375,S0201,J015,v1.2,0.6011,0.4996,0.1015,1,1,0,0,none,1.015,3,rural
L002382,S0293,J012,v1.2,0.5076,0.4705,0.0371,4,1,0,0,none,0.16,1,semi_urban
L002386,S0279,J039,v1.1,0.3957,0.3558,0.0399,1,0,0,0,none,0.399,3,urban
L002388,S0204,J002,v1.2,0.6137,0.4559,0.1577,4,1,1,0,none,0.68,1,semi_urban
L002389,S0130,J025,v1.1,0.7028,0.6391,0.0637,4,0,0,1,false_positive,0.274,1,rural
L002390,S0009,J003,v1.2,0.6775,0.5993,0.0782,2,1,0,0,none,0.493,2,urban
L002392,S0161,J031,v1.2,0.3321,0.2056,0.1266,5,0,0,0,none,0.489,3,urban
L002398,S0185,J018,v1.1,0.6786,0.5859,0.0927,2,0,0,0,none,0.585,2,urban
L002410,S0064,J041,v1.0,0.4904,0.4904,0.0,5,0,0,0,none,0.0,2,semi_urban
L002421,S0222,J023,v1.2,0.6673,0.5962,0.071,5,0,0,0,none,0.275,2,urban
L002426,S0029,J026,v1.1,0.7437,0.6197,0.1239,5,0,0,1,false_positive,0.48,2,urban
L002430,S0056,J007,v1.2,0.4099,0.3353,0.0745,4,0,0,0,none,0.321,2,semi_urban
L002433,S0210,J016,v1.1,0.4838,0.4887,-0.0049,4,0,0,0,none,0.021,2,urban
L002436,S0264,J004,v1.2,0.6137,0.5378,0.0758,5,0,0,0,none,0.294,3,semi_urban
L002447,S0041,J030,v1.2,0.174,0.0522,0.1218,2,0,0,0,none,0.768,3,rural
L002448,S0071,J024,v1.1,0.5924,0.4799,0.1125,5,0,0,0,none,0.435,2,urban
L002452,S0216,J016,v1.1,0.7082,0.5744,0.1338,5,0,0,1,false_positive,0.518,1,urban
L002456,S0046,J019,v1.0,0.4683,0.4683,0.0,1,1,0,0,none,0.0,2,rural
L002457,S0112,J025,v1.2,0.552,0.4636,0.0884,1,0,0,0,none,0.884,2,urban
L002471,S0278,J049,v1.2,0.8004,0.696,0.1044,3,1,0,0,none,0.522,3,rural
L002474,S0169,J026,v1.2,0.9005,0.8225,0.078,5,1,0,0,none,0.302,3,semi_urban
L002485,S0233,J015,v1.2,0.5199,0.4412,0.0787,2,1,0,0,none,0.497,2,semi_urban
L002489,S0280,J008,v1.2,0.6153,0.5203,0.095,4,0,0,0,none,0.409,1,urban
L002490,S0017,J035,v1.0,0.423,0.423,0.0,5,0,0,0,none,0.0,1,semi_urban
L002499,S0102,J032,v1.0,0.6102,0.6102,0.0,3,1,0,0,none,0.0,2,semi_urban
L002502,S0191,J037,v1.0,0.1863,0.1863,0.0,4,0,0,0,none,0.0,1,semi_urban
L002503,S0255,J009,v1.1,0.377,0.2657,0.1113,3,0,0,0,none,0.556,3,urban
L002504,S0009,J022,v1.1,0.4316,0.2869,0.1447,1,0,0,0,none,1.447,2,urban
L002521,S0241,J037,v1.2,0.5281,0.4176,0.1105,2,1,0,0,none,0.697,3,semi_urban
L002523,S0007,J010,v1.2,0.5887,0.5176,0.0711,5,0,0,0,none,0.275,3,semi_urban
L002524,S0035,J004,v1.2,0.4237,0.362,0.0617,4,0,0,0,none,0.266,1,semi_urban
L002525,S0207,J025,v1.1,0.6337,0.5435,0.0902,5,0,0,0,none,0.349,2,rural
L002528,S0192,J040,v1.0,0.7842,0.7842,0.0,4,0,0,1,false_positive,0.0,1,semi_urban
L002539,S0296,J035,v1.1,0.6166,0.544,0.0726,1,1,1,0,none,0.726,3,semi_urban
L002549,S0249,J003,v1.2,0.763,0.6795,0.0835,3,0,0,1,false_positive,0.418,2,urban
L002551,S0063,J047,v1.0,0.2227,0.2227,0.0,1,0,0,0,none,0.0,3,urban
L002566,S0224,J029,v1.2,0.388,0.3074,0.0806,2,0,0,0,none,0.509,2,urban
L002572,S0014,J002,v1.2,0.5094,0.4045,0.1049,1,0,0,0,none,1.049,2,urban
L002573,S0110,J047,v1.2,0.6355,0.5701,0.0655,5,0,0,0,none,0.253,2,semi_urban
L002577,S0290,J037,v1.1,0.3569,0.321,0.0359,1,0,0,0,none,0.359,3,rural
L002579,S0164,J001,v1.2,0.5925,0.5404,0.0521,4,0,0,0,none,0.224,2,semi_urban
L002593,S0179,J000,v1.1,0.402,0.3454,0.0565,2,0,0,0,none,0.357,3,urban
L002601,S0289,J008,v1.1,0.2081,0.1312,0.0768,5,0,0,0,none,0.297,1,urban
L002605,S0165,J043,v1.1,0.1926,0.1117,0.0809,5,0,0,0,none,0.313,2,semi_urban
L002614,S0074,J043,v1.2,0.3692,0.3103,0.0589,4,0,0,0,none,0.254,1,urban
L002625,S0098,J049,v1.2,0.8761,0.7852,0.0909,4,0,0,1,false_positive,0.391,1,urban
L002627,S0115,J002,v1.0,0.618,0.618,0.0,3,0,0,0,none,0.0,3,urban
L002635,S0127,J017,v1.2,0.6443,0.5151,0.1291,3,0,0,0,none,0.646,1,rural
L002640,S0222,J013,v1.0,0.4284,0.4284,0.0,5,0,0,0,none,0.0,2,urban
L002658,S0071,J007,v1.0,0.5599,0.5599,0.0,2,0,0,0,none,0.0,2,urban
L002661,S0098,J023,v1.2,0.621,0.6008,0.0202,4,0,0,0,none,0.087,1,urban
L002673,S0086,J049,v1.0,0.55,0.55,0.0,3,0,0,0,none,0.0,3,semi_urban
L002680,S0146,J025,v1.1,0.4127,0.3379,0.0748,3,0,0,0,none,0.374,2,rural
L002687,S0156,J044,v1.2,0.291,0.2601,0.0308,4,0,0,0,none,0.133,2,rural
L002697,S0097,J035,v1.2,0.7424,0.6679,0.0745,4,0,0,1,false_positive,0.321,1,urban
L002709,S0147,J029,v1.2,0.3712,0.2921,0.0791,3,1,1,1,false_negative,0.395,2,semi_urban
L002715,S0061,J017,v1.0,0.4944,0.4944,0.0,5,0,0,0,none,0.0,2,urban
L002731,S0125,J035,v1.1,0.3893,0.3195,0.0698,2,0,0,0,none,0.44,2,rural
L002735,S0106,J004,v1.1,0.4666,0.3965,0.0701,4,0,0,0,none,0.302,2,urban
L002737,S0144,J046,v1.0,0.8142,0.8142,0.0,1,1,1,0,none,0.0,2,urban
L002738,S0246,J027,v1.2,0.1725,0.1145,0.058,3,0,0,0,none,0.29,2,urban
L002753,S0232,J041,v1.1,0.5023,0.4767,0.0256,4,0,0,0,none,0.11,3,urban
L002754,S0220,J033,v1.1,0.8824,0.7885,0.0939,5,1,1,0,none,0.363,2,rural
L002760,S0245,J042,v1.1,0.5861,0.5098,0.0763,1,1,1,0,none,0.763,3,urban
L002764,S0216,J046,v1.0,0.8413,0.8413,0.0,4,1,1,0,none,0.0,1,urban
L002775,S0129,J046,v1.1,0.6327,0.5579,0.0747,3,0,0,0,none,0.374,2,rural
L002783,S0210,J032,v1.1,0.6402,0.5694,0.0708,2,1,0,0,none,0.447,2,urban
L002789,S0296,J011,v1.1,0.2789,0.2461,0.0328,5,0,0,0,none,0.127,3,semi_urban
L002800,S0086,J045,v1.2,0.4248,0.3294,0.0954,5,0,0,0,none,0.369,3,semi_urban
L002802,S0159,J011,v1.1,0.3809,0.3552,0.0258,1,0,0,0,none,0.257,3,semi_urban
L002817,S0028,J034,v1.1,0.8212,0.692,0.1292,2,0,0,1,false_positive,0.815,1,semi_urban
L002827,S0173,J036,v1.1,0.6813,0.5536,0.1278,2,0,0,0,none,0.806,3,urban
L002841,S0226,J012,v1.2,0.58,0.5041,0.0759,5,0,0,0,none,0.294,1,rural
L002844,S0202,J015,v1.0,0.2971,0.2971,0.0,3,0,0,0,none,0.0,2,rural
L002848,S0196,J034,v1.0,0.7297,0.7297,0.0,5,0,0,1,false_positive,0.0,2,urban
L002851,S0239,J044,v1.0,0.2983,0.2983,0.0,3,0,0,0,none,0.0,1,rural
L002857,S0253,J011,v1.1,0.4438,0.2947,0.1491,1,0,0,0,none,1.491,1,rural
L002859,S0100,J010,v1.0,0.4965,0.4965,0.0,3,0,0,0,none,0.0,3,urban
L002861,S0145,J033,v1.0,0.2774,0.2774,0.0,3,0,0,0,none,0.0,2,semi_urban
L002863,S0241,J040,v1.1,0.626,0.5772,0.0488,3,0,0,0,none,0.244,3,semi_urban
L002864,S0036,J001,v1.1,0.5555,0.4972,0.0582,4,0,0,0,none,0.251,1,urban
L002865,S0141,J014,v1.2,0.2711,0.1408,0.1304,1,0,0,0,none,1.303,2,urban
L002880,S0251,J003,v1.1,0.934,0.8815,0.0525,1,1,0,0,none,0.525,3,urban
L002882,S0043,J008,v1.0,0.341,0.341,0.0,4,0,0,0,none,0.0,2,semi_urban
L002897,S0056,J041,v1.0,0.1335,0.1335,0.0,1,0,0,0,none,0.0,2,semi_urban
L002914,S0006,J031,v1.1,0.2864,0.2443,0.0421,4,0,0,0,none,0.181,3,urban
L002925,S0298,J036,v1.2,0.3509,0.2929,0.0579,2,0,0,0,none,0.366,3,rural
L002933,S0140,J016,v1.2,0.7373,0.7059,0.0314,2,1,1,0,none,0.198,2,rural
L002939,S0219,J010,v1.1,0.677,0.5774,0.0996,5,0,0,0,none,0.385,2,rural
L002940,S0255,J010,v1.2,0.3241,0.24,0.0841,5,0,0,0,none,0.325,3,urban
L002949,S0234,J023,v1.1,0.6038,0.5514,0.0524,2,0,0,0,none,0.331,3,urban
L002957,S0289,J010,v1.0,0.2658,0.2658,0.0,2,0,0,0,none,0.0,1,urban
L002959,S0135,J028,v1.2,0.6568,0.5475,0.1093,4,1,0,0,none,0.471,1,urban
L002962,S0181,J033,v1.1,0.7771,0.6979,0.0791,5,1,1,0,none,0.306,3,urban
L002963,S0255,J028,v1.1,0.6052,0.5711,0.0341,2,0,0,0,none,0.215,3,urban
L002964,S0226,J035,v1.2,0.6692,0.589,0.0803,4,1,0,0,none,0.345,1,rural
L002975,S0225,J038,v1.2,0.9857,0.8674,0.1182,5,1,1,0,none,0.458,3,urban
L002980,S0076,J017,v1.2,0.4304,0.302,0.1284,4,0,0,0,none,0.553,2,rural
L002983,S0180,J011,v1.1,0.4899,0.4365,0.0534,4,0,0,0,none,0.23,3,urban
L002992,S0166,J025,v1.2,0.3617,0.2968,0.065,2,0,0,0,none,0.409,3,semi_urban
L002997,S0010,J004,v1.0,0.4176,0.4176,0.0,2,1,0,0,none,0.0,2,urban
L002998,S0291,J019,v1.1,0.6443,0.5317,0.1126,4,0,0,0,none,0.485,1,urban
L003003,S0100,J009,v1.0,0.4833,0.4833,0.0,4,1,1,0,none,0.0,3,urban
L003008,S0060,J033,v1.2,0.6007,0.5263,0.0744,5,0,0,0,none,0.288,2,rural
L003010,S0129,J048,v1.1,0.2975,0.1853,0.1122,5,0,0,0,none,0.434,2,rural
L003020,S0110,J029,v1.2,0.7743,0.6639,0.1104,1,1,0,0,none,1.104,2,semi_urban
L003042,S0198,J049,v1.1,0.7677,0.6869,0.0808,3,0,0,1,false_positive,0.404,1,urban
L003048,S0122,J004,v1.1,0.5142,0.3914,0.1227,3,0,0,0,none,0.614,1,urban
L003052,S0066,J003,v1.1,0.7769,0.6799,0.0971,1,1,0,0,none,0.97,2,semi_urban
L003053,S0155,J026,v1.2,0.7989,0.6957,0.1032,5,0,0,1,false_positive,0.399,2,urban
L003055,S0209,J040,v1.0,0.6134,0.6134,0.0,3,1,0,0,none,0.0,2,urban
L003061,S0134,J001,v1.1,0.6075,0.4858,0.1216,4,0,0,0,none,0.524,2,urban
L003064,S0131,J013,v1.2,0.4389,0.3679,0.0711,4,0,0,0,none,0.306,3,semi_urban
L003085,S0004,J047,v1.2,0.2678,0.197,0.0709,4,0,0,0,none,0.305,1,rural
L003086,S0229,J022,v1.2,0.5568,0.4452,0.1115,4,0,0,0,none,0.481,1,urban
L003087,S0216,J020,v1.0,0.6719,0.6719,0.0,1,1,1,0,none,0.0,1,urban
L003111,S0195,J006,v1.2,0.9251,0.7772,0.1479,2,0,0,1,false_positive,0.933,1,semi_urban
L003115,S0043,J032,v1.2,0.6228,0.5113,0.1115,3,1,0,0,none,0.558,2,semi_urban
